TicketID,CreatedDateKey,ClosedDateKey,EmployeeID,AssignedTeamID,SLA_ID,Priority,Status,TimeToClose (hrs),SLA_Violated,Category
4825,20241116,20241118,1394,13,4,Critical,Resolved,16,No,Network
4826,20220928,20221004,1693,12,3,Low,Closed,49,No,Other
4827,20230716,20230723,1382,39,2,Medium,Closed,55,No,Account Access
4828,20240314,20240328,1727,11,1,High,Escalated,111,No,Email
4829,20220904,20220906,1701,12,1,High,Resolved,16,No,Network
4830,20230122,20230128,1355,14,2,Medium,Escalated,45,No,Hardware
4831,20231203,20231204,1262,12,2,Critical,Escalated,6,Yes,Other
4832,20230713,20230719,1315,39,2,High,Closed,48,No,Email
4833,20240830,20240907,1470,9,1,Critical,Resolved,62,No,Software
4834,20251016,20251024,1076,23,1,Medium,Escalated,67,No,Account Access
4835,20240910,20240917,1562,20,3,Medium,Resolved,56,No,Hardware
4836,20221218,20221222,1468,35,2,Critical,Escalated,32,No,Software
4837,20250703,20250707,1123,27,2,Critical,Closed,30,No,Email
4838,20250530,20250604,1123,34,4,Medium,Resolved,37,No,Account Access
4839,20240123,20240131,1678,36,2,Medium,Closed,61,No,Software
4840,20240220,20240305,1716,2,3,Medium,Open,111,No,Network
4841,20241021,20241025,1163,15,3,Medium,Resolved,31,Yes,Email
4842,20230630,20230709,1523,21,4,Medium,Closed,72,No,Software
4843,20220320,20220323,1327,35,3,Low,Escalated,25,No,Network
4844,20250613,20250622,1495,13,1,High,Closed,72,Yes,Other
4845,20221130,20221202,1106,34,4,Low,Open,15,Yes,Email
4846,20240607,20240613,1355,25,1,Critical,Resolved,48,No,Email
4847,20251004,20251009,1564,40,3,Low,Closed,40,No,Other
4848,20250126,20250131,1188,22,1,Low,Resolved,41,No,Other
4849,20250110,20250121,1121,29,3,Medium,Escalated,88,No,Network
4850,20230517,20230523,1235,4,4,Critical,Closed,48,Yes,Email
4851,20240204,20240214,1022,16,2,Low,Escalated,77,No,Account Access
4852,20240709,20240716,1741,28,4,Medium,Resolved,56,No,Network
4853,20230704,20230708,1284,22,3,Critical,Open,32,Yes,Software
4854,20220114,20220118,1433,13,3,Low,Resolved,33,Yes,Hardware
4855,20230127,20230208,1663,38,2,Critical,Escalated,96,No,Account Access
4856,20251002,20251011,1149,18,2,Low,Escalated,71,No,Other
4857,20221106,20221110,1523,29,3,Low,Closed,32,Yes,Account Access
4858,20230121,20230129,1192,21,2,Critical,Open,68,No,Software
4859,20250517,20250527,1035,13,4,Low,Escalated,77,Yes,Hardware
4860,20251012,20251025,1553,27,4,Critical,Closed,104,Yes,Hardware
4861,20240831,20240901,1745,5,4,High,Escalated,7,No,Hardware
4862,20250122,20250126,1383,9,4,High,Resolved,35,Yes,Account Access
4863,20250121,20250123,1535,16,3,Medium,Resolved,16,No,Email
4864,20221206,20221217,1422,19,4,Medium,Closed,91,Yes,Network
4865,20230820,20230830,1037,23,2,Low,Escalated,79,No,Account Access
4866,20240127,20240201,1159,32,3,Medium,Resolved,38,No,Account Access
4867,20241111,20241113,1697,3,1,Low,Resolved,18,No,Hardware
4868,20221018,20221025,1565,12,1,High,Closed,56,No,Hardware
4869,20221102,20221112,1265,40,4,Low,Resolved,80,No,Other
4870,20230926,20231003,1056,8,1,Critical,Open,56,No,Account Access
4871,20250225,20250306,1203,17,3,Low,Open,70,No,Hardware
4872,20230917,20230930,1078,11,4,Critical,Open,104,No,Software
4873,20240727,20240731,1381,33,4,Low,Escalated,33,No,Email
4874,20250720,20250725,1029,36,2,Low,Escalated,38,No,Hardware
4875,20240427,20240430,1588,27,2,Low,Resolved,24,Yes,Hardware
4876,20230318,20230401,1242,31,1,High,Escalated,112,No,Account Access
4877,20230518,20230525,1687,9,2,Medium,Closed,54,No,Software
4878,20220510,20220515,1128,19,4,Critical,Resolved,38,Yes,Email
4879,20250301,20250310,1593,25,3,Critical,Resolved,73,No,Email
4880,20230820,20230901,1294,19,3,Critical,Escalated,96,No,Network
4881,20240511,20240524,1177,38,1,Low,Resolved,104,No,Email
4882,20251114,20251128,1392,10,4,Low,Closed,112,No,Email
4883,20230816,20230823,1432,38,3,Low,Open,53,No,Email
4884,20240925,20240929,1643,9,2,High,Escalated,32,No,Hardware
4885,20221121,20221128,1375,8,4,Low,Resolved,55,No,Software
4886,20241228,20241229,1218,40,2,Critical,Resolved,8,No,Network
4887,20230324,20230326,1603,1,1,Low,Open,16,No,Hardware
4888,20240329,20240412,1023,21,4,Medium,Resolved,113,No,Network
4889,20250403,20250406,1579,40,4,High,Escalated,24,No,Other
4890,20231210,20231215,1443,4,2,Medium,Resolved,40,No,Email
4891,20251220,20260101,1253,18,3,Medium,Resolved,93,No,Software
4892,20220922,20220927,1667,14,4,High,Escalated,41,No,Account Access
4893,20230904,20230911,1691,20,3,High,Resolved,57,No,Other
4894,20250927,20251006,1318,36,4,Critical,Resolved,73,No,Email
4895,20240411,20240421,1732,2,1,High,Resolved,84,Yes,Account Access
4896,20250725,20250803,1541,15,1,Low,Open,72,No,Hardware
4897,20231105,20231111,1450,18,4,Low,Escalated,47,Yes,Network
4898,20220606,20220613,1658,25,2,High,Resolved,54,No,Hardware
4899,20251216,20251228,1148,30,2,Critical,Escalated,96,Yes,Hardware
4900,20220908,20220921,1423,35,2,Medium,Escalated,104,No,Other
4901,20240527,20240604,1276,8,2,Medium,Escalated,62,No,Other
4902,20230614,20230618,1339,30,1,Medium,Open,32,No,Other
4903,20221123,20221130,1310,25,4,Low,Resolved,56,No,Email
4904,20240818,20240901,1421,7,2,Low,Open,112,No,Software
4905,20240613,20240619,1520,17,3,High,Closed,48,No,Other
4906,20220407,20220415,1049,32,1,Critical,Open,62,No,Email
4907,20230528,20230529,1606,25,4,Critical,Open,6,No,Other
4908,20220804,20220809,1031,28,4,Critical,Closed,37,No,Hardware
4909,20250301,20250313,1040,38,2,Medium,Resolved,98,Yes,Software
4910,20250707,20250720,1726,8,4,Critical,Escalated,104,Yes,Other
4911,20220505,20220508,1297,22,3,Critical,Open,24,No,Hardware
4912,20250110,20250119,1075,38,1,Critical,Closed,70,No,Account Access
4913,20250730,20250808,1453,6,3,High,Open,75,No,Network
4914,20220228,20220303,1597,12,2,Low,Escalated,26,No,Hardware
4915,20220610,20220620,1478,29,4,Low,Resolved,81,No,Hardware
4916,20221011,20221025,1615,30,3,Critical,Closed,112,No,Email
4917,20220416,20220428,1425,32,2,High,Open,97,No,Software
4918,20250202,20250204,1667,8,1,Medium,Open,16,No,Other
4919,20220816,20220821,1665,26,2,Critical,Escalated,40,No,Other
4920,20221114,20221118,1435,21,3,Medium,Escalated,31,No,Account Access
4921,20240312,20240319,1090,36,3,High,Resolved,56,No,Network
4922,20240523,20240604,1183,13,4,High,Escalated,96,No,Software
4923,20230417,20230501,1007,6,4,Critical,Resolved,109,No,Other
4924,20241215,20241223,1202,22,1,Medium,Open,66,No,Hardware
4925,20230917,20230921,1258,16,2,Medium,Resolved,32,No,Other
4926,20220113,20220116,1384,18,2,High,Resolved,22,No,Hardware
4927,20241107,20241116,1000,32,1,Medium,Open,72,No,Software
4928,20231125,20231203,1339,17,1,Critical,Closed,62,No,Software
4929,20240830,20240910,1689,40,4,Critical,Escalated,88,No,Network
4930,20220423,20220504,1591,38,1,Critical,Open,88,No,Email
4931,20220817,20220824,1434,14,1,Low,Open,55,Yes,Network
4932,20220620,20220701,1294,40,1,Medium,Open,85,No,Network
4933,20221022,20221030,1232,40,4,Critical,Escalated,66,No,Network
4934,20220708,20220716,1547,17,3,Critical,Escalated,64,No,Email
4935,20230302,20230312,1075,17,1,Critical,Escalated,82,No,Network
4936,20240903,20240911,1585,16,4,Medium,Escalated,65,Yes,Network
4937,20250107,20250118,1546,17,1,Medium,Escalated,88,No,Hardware
4938,20231020,20231021,1486,22,4,Low,Resolved,5,No,Hardware
4939,20240707,20240711,1376,28,3,Critical,Escalated,35,No,Email
4940,20250420,20250430,1542,15,2,Critical,Escalated,79,No,Software
4941,20230514,20230521,1679,39,3,Low,Resolved,56,No,Account Access
4942,20240201,20240207,1492,22,4,Medium,Resolved,50,Yes,Account Access
4943,20240515,20240518,1078,21,2,Low,Resolved,22,No,Network
4944,20240405,20240408,1382,11,4,High,Closed,24,No,Network
4945,20220312,20220324,1672,13,1,Low,Escalated,96,No,Account Access
4946,20220905,20220909,1193,36,3,High,Closed,25,No,Account Access
4947,20220526,20220609,1538,20,4,High,Open,112,Yes,Network
4948,20250812,20250822,1177,37,4,Medium,Closed,74,Yes,Other
4949,20230805,20230811,1343,6,4,Critical,Closed,48,No,Network
4950,20230415,20230429,1602,1,2,Low,Closed,111,No,Software
4951,20220712,20220713,1114,17,4,High,Resolved,8,No,Hardware
4952,20241227,20250106,1094,22,3,Critical,Closed,79,Yes,Hardware
4953,20230509,20230513,1509,23,4,Critical,Escalated,32,No,Email
4954,20220221,20220302,1025,6,3,Medium,Resolved,70,No,Hardware
4955,20240531,20240607,1252,19,1,Medium,Escalated,54,Yes,Hardware
4956,20221229,20230109,1149,30,4,Low,Escalated,88,No,Other
4957,20240705,20240711,1449,40,3,Critical,Resolved,48,No,Software
4958,20230419,20230430,1399,11,4,Medium,Escalated,88,Yes,Network
4959,20230605,20230610,1280,17,3,Low,Closed,39,No,Email
4960,20251225,20260106,1248,29,1,Medium,Escalated,96,No,Hardware
4961,20250814,20250827,1342,19,4,High,Closed,102,No,Email
4962,20251229,20251231,1547,12,4,High,Closed,14,No,Network
4963,20231122,20231124,1269,21,3,Medium,Escalated,13,Yes,Software
4964,20250506,20250512,1264,15,3,Low,Closed,48,No,Other
4965,20250225,20250306,1039,30,3,Medium,Resolved,69,No,Account Access
4966,20230616,20230630,1350,1,4,Medium,Resolved,112,No,Other
4967,20251205,20251217,1369,17,4,High,Escalated,95,No,Hardware
4968,20240419,20240428,1377,30,2,Medium,Escalated,69,No,Software
4969,20241224,20241225,1556,21,1,Critical,Closed,5,No,Hardware
4970,20220829,20220905,1000,28,4,Low,Resolved,56,No,Other
4971,20251024,20251031,1412,20,1,Medium,Open,54,No,Software
4972,20230620,20230630,1647,19,2,High,Open,78,No,Software
4973,20251108,20251110,1200,24,4,Medium,Open,12,No,Email
4974,20251225,20260108,1697,11,2,Low,Closed,112,No,Other
4975,20220324,20220405,1018,26,4,Medium,Closed,96,No,Network
4976,20240908,20240918,1482,17,2,Low,Escalated,78,No,Other
4977,20240808,20240812,1631,40,4,Critical,Escalated,33,No,Network
4978,20230903,20230916,1538,26,1,Medium,Escalated,103,No,Email
4979,20230728,20230805,1724,38,1,Low,Open,63,No,Network
4980,20221013,20221019,1205,15,1,Low,Open,47,Yes,Hardware
4981,20240915,20240926,1203,13,2,Critical,Escalated,89,No,Network
4982,20230404,20230418,1635,17,4,High,Escalated,111,No,Email
4983,20250520,20250602,1437,14,4,High,Resolved,104,No,Account Access
4984,20220506,20220513,1609,19,3,Low,Escalated,57,No,Hardware
4985,20251207,20251217,1056,27,1,Low,Resolved,82,No,Network
4986,20230301,20230312,1182,14,2,Low,Escalated,88,No,Email
4987,20230708,20230719,1454,2,4,Medium,Escalated,89,No,Hardware
4988,20230902,20230916,1260,7,4,Low,Resolved,111,No,Email
4989,20250327,20250402,1738,1,3,Low,Open,46,No,Account Access
4990,20220422,20220501,1093,21,2,High,Escalated,72,No,Software
4991,20230206,20230217,1101,32,3,High,Closed,88,Yes,Other
4992,20220502,20220514,1155,39,2,Medium,Resolved,95,No,Account Access
4993,20220930,20221010,1172,5,2,Critical,Open,79,Yes,Hardware
4994,20250810,20250820,1606,28,3,Medium,Open,79,No,Network
4995,20230202,20230211,1463,38,2,High,Closed,69,Yes,Account Access
4996,20230416,20230422,1215,11,4,Low,Open,50,No,Account Access
4997,20240911,20240917,1213,39,1,High,Escalated,48,No,Software
4998,20250515,20250524,1185,35,2,Critical,Resolved,72,No,Network
4999,20250207,20250217,1264,13,4,Low,Open,80,Yes,Network
5000,20250725,20250803,1748,27,3,High,Closed,72,No,Email
5001,20230723,20230726,1327,1,4,Critical,Escalated,24,Yes,Software
5002,20250211,20250218,1470,40,4,Low,Resolved,58,Yes,Software
5003,20240615,20240618,1048,9,4,Low,Open,24,No,Account Access
5004,20240330,20240403,1137,36,1,Critical,Resolved,30,No,Hardware
5005,20240502,20240516,1104,6,2,High,Resolved,111,No,Software
5006,20231211,20231220,1631,11,1,Critical,Resolved,73,No,Software
5007,20221117,20221127,1028,34,4,Critical,Open,78,No,Network
5008,20220628,20220706,1304,39,4,Medium,Open,64,No,Hardware
5009,20240615,20240621,1690,6,1,Medium,Open,48,No,Email
5010,20220807,20220813,1178,36,3,High,Open,46,No,Account Access
5011,20240228,20240307,1522,3,4,High,Escalated,61,No,Software
5012,20230507,20230520,1454,28,4,Low,Escalated,105,Yes,Network
5013,20220302,20220304,1216,6,2,Medium,Open,15,No,Software
5014,20241213,20241227,1008,8,2,Critical,Closed,113,No,Network
5015,20230622,20230627,1623,24,1,Medium,Closed,38,No,Other
5016,20240427,20240510,1554,15,3,Medium,Escalated,101,Yes,Email
5017,20240914,20240921,1677,28,2,Critical,Closed,55,No,Account Access
5018,20220306,20220318,1346,9,4,Critical,Resolved,96,No,Email
5019,20230809,20230822,1555,33,1,Low,Resolved,104,No,Hardware
5020,20220620,20220623,1692,28,3,Medium,Open,24,No,Email
5021,20250720,20250728,1699,10,2,Low,Closed,62,Yes,Software
5022,20230619,20230622,1239,25,4,Medium,Resolved,24,No,Other
5023,20251115,20251129,1474,4,1,High,Escalated,110,No,Software
5024,20231124,20231128,1085,31,2,Medium,Closed,36,No,Email
5025,20250912,20250922,1183,13,2,Medium,Closed,80,No,Software
5026,20220418,20220428,1685,26,1,High,Closed,77,No,Network
5027,20250331,20250406,1403,35,4,Medium,Closed,50,No,Other
5028,20240324,20240330,1217,7,2,High,Escalated,52,No,Account Access
5029,20241001,20241003,1292,2,3,Medium,Escalated,15,No,Software
5030,20230328,20230330,1419,9,2,Low,Resolved,16,No,Network
5031,20250514,20250517,1476,38,3,Critical,Resolved,24,Yes,Software
5032,20230813,20230816,1629,17,4,Critical,Closed,24,Yes,Hardware
5033,20241105,20241109,1204,21,4,Low,Closed,31,No,Other
5034,20221123,20221127,1714,29,3,Critical,Closed,30,Yes,Account Access
5035,20230831,20230904,1375,32,2,Low,Resolved,33,No,Email
5036,20231021,20231031,1695,39,3,High,Open,83,Yes,Email
5037,20220102,20220112,1194,16,4,Medium,Closed,79,No,Network
5038,20241030,20241110,1363,36,1,Critical,Open,88,No,Software
5039,20230310,20230313,1546,8,3,High,Closed,26,No,Network
5040,20220505,20220506,1384,21,4,High,Closed,8,No,Hardware
5041,20250109,20250118,1681,38,1,High,Closed,71,No,Email
5042,20230430,20230514,1025,7,4,Medium,Escalated,114,No,Software
5043,20231014,20231016,1623,13,3,Medium,Resolved,19,No,Software
5044,20250319,20250402,1450,21,4,Low,Resolved,114,Yes,Network
5045,20240310,20240313,1343,5,4,Low,Closed,24,No,Email
5046,20240522,20240524,1610,5,2,Low,Escalated,16,No,Hardware
5047,20250925,20251001,1188,28,3,Low,Escalated,49,No,Email
5048,20220509,20220515,1636,33,4,High,Closed,49,No,Other
5049,20230314,20230327,1359,4,2,Medium,Resolved,104,Yes,Account Access
5050,20240121,20240122,1378,20,3,Low,Open,5,No,Hardware
5051,20230516,20230520,1172,37,3,Low,Resolved,32,No,Email
5052,20241217,20241227,1591,36,1,High,Resolved,81,Yes,Network
5053,20250506,20250511,1617,40,1,Critical,Resolved,39,No,Network
5054,20220730,20220811,1368,37,4,Critical,Escalated,96,No,Email
5055,20240620,20240626,1098,38,3,Low,Escalated,51,No,Hardware
5056,20220214,20220219,1077,9,2,Low,Resolved,42,No,Email
5057,20250125,20250128,1185,40,1,Low,Resolved,24,No,Account Access
5058,20250726,20250729,1392,35,4,Critical,Escalated,24,No,Other
5059,20230619,20230622,1121,32,4,Medium,Open,25,No,Account Access
5060,20251204,20251210,1669,33,1,Medium,Escalated,48,No,Software
5061,20230406,20230410,1713,27,3,High,Closed,32,No,Email
5062,20230126,20230130,1190,38,2,High,Resolved,31,No,Other
5063,20241203,20241206,1436,40,1,Medium,Open,25,No,Other
5064,20220127,20220210,1153,33,4,High,Open,107,Yes,Network
5065,20240304,20240308,1294,36,4,Low,Resolved,30,Yes,Network
5066,20250125,20250202,1029,24,3,Low,Resolved,63,No,Software
5067,20240901,20240904,1652,17,2,High,Open,22,No,Network
5068,20230702,20230712,1102,11,4,Critical,Closed,80,No,Email
5069,20230913,20230916,1064,34,2,Critical,Closed,22,No,Other
5070,20230721,20230727,1374,18,4,Medium,Closed,47,No,Hardware
5071,20231205,20231206,1230,21,2,Critical,Closed,8,Yes,Hardware
5072,20250527,20250606,1641,19,1,Medium,Open,76,No,Other
5073,20220704,20220710,1022,35,3,Critical,Resolved,50,Yes,Software
5074,20241228,20250108,1289,19,1,Critical,Resolved,87,No,Email
5075,20250227,20250308,1320,39,2,High,Resolved,74,No,Account Access
5076,20240427,20240430,1616,34,1,Medium,Closed,25,No,Hardware
5077,20230822,20230824,1041,3,2,Critical,Resolved,13,No,Account Access
5078,20240316,20240319,1169,40,1,Critical,Closed,23,No,Software
5079,20250919,20251001,1422,26,4,Critical,Escalated,98,No,Other
5080,20250323,20250326,1201,40,3,Critical,Open,20,No,Other
5081,20220320,20220322,1533,27,3,High,Closed,14,No,Other
5082,20230802,20230815,1471,3,2,Medium,Escalated,102,No,Software
5083,20230217,20230228,1034,7,1,High,Escalated,88,No,Software
5084,20230630,20230704,1734,3,3,Low,Closed,32,Yes,Email
5085,20220618,20220626,1043,21,2,Medium,Resolved,67,No,Other
5086,20231112,20231119,1499,37,4,Critical,Escalated,56,Yes,Network
5087,20230806,20230816,1495,18,1,High,Open,80,Yes,Software
5088,20230530,20230608,1186,27,2,Medium,Open,72,No,Account Access
5089,20250830,20250907,1090,10,3,High,Closed,65,Yes,Other
5090,20220201,20220214,1527,3,1,Medium,Open,104,Yes,Other
5091,20221014,20221021,1126,25,3,Medium,Resolved,55,No,Email
5092,20230817,20230823,1727,31,3,Critical,Open,48,No,Software
5093,20241202,20241205,1427,33,1,Critical,Open,25,Yes,Hardware
5094,20230909,20230919,1111,20,2,Medium,Closed,81,Yes,Other
5095,20241021,20241025,1218,12,4,Low,Escalated,32,Yes,Account Access
5096,20220927,20221005,1269,30,3,High,Escalated,64,No,Hardware
5097,20250418,20250430,1335,34,1,High,Resolved,95,No,Account Access
5098,20230602,20230604,1469,34,4,High,Escalated,15,No,Account Access
5099,20250131,20250212,1069,9,2,High,Escalated,95,No,Network
5100,20241030,20241105,1122,5,2,Medium,Closed,48,No,Hardware
5101,20230806,20230819,1626,24,3,Low,Escalated,101,Yes,Network
5102,20250118,20250119,1602,5,1,Medium,Resolved,6,No,Email
5103,20220814,20220821,1236,7,1,Critical,Escalated,59,No,Software
5104,20231101,20231105,1219,33,1,Critical,Resolved,34,No,Software
5105,20240705,20240717,1146,7,3,Medium,Open,94,No,Network
5106,20220506,20220507,1061,13,2,Critical,Open,10,No,Network
5107,20240813,20240818,1649,4,3,Critical,Closed,41,No,Other
5108,20250517,20250522,1055,18,1,Medium,Open,42,No,Hardware
5109,20250125,20250207,1235,27,3,Low,Escalated,104,Yes,Email
5110,20220315,20220321,1605,28,2,Critical,Escalated,47,No,Other
5111,20250429,20250511,1717,24,4,Critical,Closed,94,No,Other
5112,20220225,20220305,1591,14,3,Critical,Closed,64,Yes,Other
5113,20231221,20231225,1390,12,2,Medium,Resolved,32,No,Software
5114,20230707,20230720,1655,9,3,Critical,Closed,102,No,Network
5115,20220201,20220213,1699,13,3,Medium,Open,96,No,Hardware
5116,20230728,20230804,1050,27,4,Low,Open,54,No,Email
5117,20231029,20231109,1127,8,2,Medium,Resolved,89,No,Hardware
5118,20221011,20221015,1226,10,2,Medium,Open,29,No,Hardware
5119,20220706,20220720,1291,5,2,Critical,Resolved,110,No,Account Access
5120,20230513,20230526,1264,33,3,Medium,Escalated,101,Yes,Network
5121,20220510,20220512,1287,12,4,Low,Resolved,15,No,Hardware
5122,20231001,20231009,1749,32,1,Low,Resolved,65,No,Software
5123,20250808,20250813,1345,4,1,Critical,Resolved,39,Yes,Email
5124,20220424,20220504,1312,9,4,High,Resolved,76,Yes,Other
5125,20250507,20250511,1043,9,1,Medium,Open,34,Yes,Software
5126,20220113,20220125,1146,9,1,Medium,Closed,95,Yes,Network
5127,20250718,20250801,1042,7,3,Medium,Escalated,112,No,Account Access
5128,20250523,20250525,1323,38,2,Low,Resolved,17,No,Other
5129,20230320,20230327,1319,2,3,High,Resolved,58,No,Network
5130,20230323,20230328,1094,10,3,High,Escalated,38,Yes,Software
5131,20240912,20240921,1652,37,3,Critical,Escalated,72,Yes,Account Access
5132,20240919,20240926,1237,24,3,Medium,Resolved,56,Yes,Network
5133,20231216,20231225,1137,39,2,Medium,Escalated,72,No,Email
5134,20220315,20220328,1687,12,4,Critical,Escalated,101,No,Hardware
5135,20230621,20230703,1659,39,1,Critical,Open,98,No,Account Access
5136,20220411,20220421,1627,39,3,Medium,Open,83,No,Other
5137,20220625,20220705,1261,36,2,Low,Resolved,81,No,Software
5138,20230303,20230316,1427,3,2,Low,Open,106,No,Account Access
5139,20250214,20250219,1431,3,4,Medium,Resolved,39,No,Hardware
5140,20250404,20250415,1711,16,2,High,Open,87,No,Account Access
5141,20220210,20220216,1063,23,1,High,Resolved,49,Yes,Network
5142,20230305,20230313,1381,1,3,Low,Open,64,Yes,Hardware
5143,20221210,20221220,1462,30,3,Critical,Open,80,No,Email
5144,20251218,20251224,1028,32,1,Low,Closed,47,No,Account Access
5145,20230101,20230112,1497,34,2,High,Closed,89,Yes,Network
5146,20250217,20250221,1327,35,4,Critical,Resolved,30,Yes,Email
5147,20230901,20230903,1008,30,4,Critical,Resolved,17,No,Other
5148,20231019,20231025,1220,28,2,Critical,Escalated,48,No,Account Access
5149,20231229,20240111,1534,32,1,Low,Resolved,103,No,Hardware
5150,20220817,20220830,1499,20,4,Critical,Open,104,No,Network
5151,20240404,20240416,1310,39,4,High,Open,96,Yes,Hardware
5152,20250227,20250313,1430,4,1,Low,Open,114,No,Other
5153,20251007,20251021,1235,32,1,Critical,Open,111,No,Network
5154,20240607,20240616,1654,16,2,Low,Closed,73,Yes,Account Access
5155,20250903,20250911,1241,35,3,Low,Closed,64,No,Software
5156,20240910,20240913,1569,14,2,Low,Open,26,No,Hardware
5157,20240415,20240420,1657,20,3,High,Resolved,39,No,Network
5158,20250922,20250928,1423,36,1,Medium,Open,45,No,Account Access
5159,20250720,20250727,1145,38,1,Low,Escalated,55,Yes,Email
5160,20220427,20220429,1457,28,4,Medium,Resolved,16,No,Hardware
5161,20240328,20240403,1006,14,4,Medium,Closed,48,No,Other
5162,20230103,20230105,1641,3,1,High,Resolved,20,No,Email
5163,20250122,20250130,1721,24,2,High,Closed,64,No,Other
5164,20220617,20220624,1233,28,2,Low,Open,56,Yes,Email
5165,20240811,20240813,1531,7,4,Low,Closed,17,No,Email
5166,20250926,20250930,1568,15,4,High,Resolved,32,No,Email
5167,20231023,20231030,1652,25,1,Medium,Open,56,Yes,Account Access
5168,20231126,20231205,1628,7,2,Medium,Escalated,72,Yes,Email
5169,20240713,20240716,1535,24,3,Critical,Closed,25,No,Hardware
5170,20220601,20220611,1114,11,1,Medium,Closed,78,No,Email
5171,20230809,20230819,1330,36,3,Low,Open,81,No,Other
5172,20240701,20240709,1403,15,1,Low,Resolved,64,No,Hardware
5173,20221001,20221014,1546,10,1,High,Escalated,104,No,Network
5174,20230511,20230520,1460,29,2,Low,Resolved,72,No,Other
5175,20220411,20220424,1749,12,4,Medium,Open,103,No,Email
5176,20230711,20230719,1264,24,2,Low,Resolved,67,Yes,Account Access
5177,20250110,20250114,1419,7,4,Medium,Escalated,34,No,Software
5178,20220314,20220318,1373,29,2,High,Open,30,No,Software
5179,20241103,20241114,1013,21,4,Critical,Resolved,86,No,Account Access
5180,20251227,20260103,1075,28,1,High,Escalated,55,No,Software
5181,20220606,20220610,1534,29,2,Low,Escalated,31,No,Email
5182,20240105,20240116,1176,37,4,Critical,Closed,90,Yes,Network
5183,20220512,20220525,1479,19,1,High,Resolved,103,No,Hardware
5184,20250923,20251003,1512,30,4,Critical,Closed,80,No,Network
5185,20241015,20241025,1207,25,1,Medium,Open,79,No,Software
5186,20251128,20251205,1561,30,2,High,Escalated,56,No,Hardware
5187,20251031,20251109,1057,31,3,Critical,Resolved,72,No,Software
5188,20230713,20230725,1202,23,3,High,Resolved,96,No,Account Access
5189,20220417,20220426,1284,35,4,Medium,Resolved,69,No,Email
5190,20220922,20221001,1001,10,1,Medium,Resolved,70,No,Account Access
5191,20250513,20250523,1655,8,3,Critical,Closed,77,No,Network
5192,20250107,20250119,1079,6,4,High,Resolved,96,No,Account Access
5193,20220604,20220614,1154,2,4,High,Resolved,77,No,Account Access
5194,20240914,20240920,1419,36,2,High,Open,48,No,Email
5195,20240923,20240924,1736,15,3,Medium,Resolved,8,Yes,Email
5196,20220904,20220916,1153,37,1,High,Closed,98,No,Other
5197,20230615,20230623,1074,25,1,Critical,Escalated,63,Yes,Software
5198,20240507,20240521,1262,15,2,High,Resolved,112,Yes,Hardware
5199,20230622,20230706,1677,8,4,High,Resolved,114,Yes,Software
5200,20231230,20240105,1664,7,1,Critical,Closed,48,Yes,Hardware
5201,20250323,20250330,1691,10,4,Critical,Escalated,58,No,Software
5202,20220603,20220605,1439,16,3,Critical,Resolved,15,No,Network
5203,20220402,20220405,1305,35,1,Critical,Open,24,No,Network
5204,20251227,20260102,1455,23,3,Critical,Resolved,49,No,Hardware
5205,20221204,20221207,1313,34,3,Low,Resolved,23,No,Network
5206,20250228,20250305,1347,3,3,Low,Closed,41,No,Hardware
5207,20230326,20230408,1103,2,3,High,Escalated,107,No,Account Access
5208,20240320,20240324,1706,30,3,High,Open,32,No,Account Access
5209,20240226,20240302,1035,29,2,Critical,Open,41,No,Other
5210,20220930,20221008,1261,9,3,Critical,Resolved,64,No,Hardware
5211,20230811,20230815,1240,35,4,Medium,Resolved,32,No,Software
5212,20220626,20220705,1078,24,3,Medium,Closed,73,No,Network
5213,20240410,20240413,1156,2,2,Low,Open,24,Yes,Software
5214,20231005,20231017,1334,2,1,Low,Resolved,96,No,Network
5215,20241208,20241215,1011,19,2,Low,Escalated,56,No,Hardware
5216,20230721,20230728,1517,11,2,Critical,Escalated,59,Yes,Hardware
5217,20231028,20231029,1570,24,2,Low,Resolved,7,Yes,Network
5218,20251010,20251013,1036,16,2,Medium,Escalated,26,No,Hardware
5219,20250824,20250903,1582,32,1,Low,Resolved,83,No,Account Access
5220,20240517,20240518,1103,25,4,Critical,Escalated,8,No,Email
5221,20241205,20241213,1681,40,1,Critical,Resolved,64,Yes,Network
5222,20221029,20221108,1038,7,2,Medium,Open,82,Yes,Email
5223,20240517,20240522,1166,18,1,Critical,Open,37,Yes,Software
5224,20240630,20240704,1566,8,3,High,Resolved,33,No,Email
5225,20230212,20230215,1685,32,3,Low,Closed,26,No,Email
5226,20250427,20250504,1451,4,1,High,Escalated,57,No,Network
5227,20240401,20240409,1564,21,1,Critical,Resolved,64,No,Network
5228,20250226,20250306,1521,13,2,Low,Escalated,65,No,Other
5229,20230715,20230728,1076,33,3,Medium,Closed,104,No,Hardware
5230,20250713,20250714,1324,24,3,High,Escalated,7,No,Email
5231,20250215,20250222,1337,6,2,Low,Open,56,Yes,Hardware
5232,20230409,20230414,1006,21,2,Low,Closed,38,No,Account Access
5233,20220524,20220526,1519,31,3,Medium,Open,17,No,Account Access
5234,20230318,20230326,1116,9,4,Medium,Closed,65,No,Hardware
5235,20250508,20250510,1153,34,4,Critical,Closed,15,Yes,Account Access
5236,20250326,20250401,1261,1,4,Medium,Closed,48,No,Email
